|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|index|Item_Identifier|Item_Weight|Item_Fat_Content|Item_Visibility|Item_Type|Item_MRP|Outlet_Identifier|Outlet_Establishment_Year|Outlet_Size|Outlet_Location_Type|Outlet_Type|Item_Outlet_Sales
5770|5770|5770|5770|5770|5770|5770|5770|5770.0|5770|FDU47|12.8|Regular|0.114085368|Breads|141.3838|OUT045|2002||Tier 2|Supermarket Type1|2388.2246
5771|5771|5771|5771|5771|5771|5771|5771|5771.0|5771|FDE22|9.695|Low Fat|0.049498821|Snack Foods|158.792|OUT010|1998||Tier 3|Grocery Store|319.584
5772|5772|5772|5772|5772|5772|5772|5772|5772.0|5772|FDA03|18.5|Regular|0.045425939000000005|Dairy|144.9102|OUT013|1987|High|Tier 3|Supermarket Type1|1895.5326
5773|5773|5773|5773|5773|5773|5773|5773|5773.0|5773|FDY26|20.6|Regular|0.051068365|Dairy|213.0244|OUT010|1998||Tier 3|Grocery Store|423.4488
5774|5774|5774|5774|5774|5774|5774|5774|5774.0|5774|FDZ26|11.6|Regular|0.144241314|Dairy|239.4222|OUT049|1999|Medium|Tier 1|Supermarket Type1|3346.3108
5775|5775|5775|5775|5775|5775|5775|5775|5775.0|5775|FDQ24|15.7|Low Fat|0.073605395|Baking Goods|249.6724|OUT013|1987|High|Tier 3|Supermarket Type1|6543.4824
5776|5776|5776|5776|5776|5776|5776|5776|5776.0|5776|FDT14|10.695|Regular|0.12770295|Dairy|120.444|OUT035|2004|Small|Tier 2|Supermarket Type1|2516.724
5777|5777|5777|5777|5777|5777|5777|5777|5777.0|5777|FDX04|19.6|Regular|0.041655865|Frozen Foods|48.5376|OUT045|2002||Tier 2|Supermarket Type1|335.5632
5778|5778|5778|5778|5778|5778|5778|5778|5778.0|5778|FDC48|9.195|Low Fat|0.015859294|Baking Goods|84.5592|OUT046|1997|Small|Tier 1|Supermarket Type1|2559.3352
5779|5779|5779|5779|5779|5779|5779|5779|5779.0|5779|FDC56|7.72|Low Fat|0.12149774199999999|Fruits and Vegetables|119.744|OUT035|2004|Small|Tier 2|Supermarket Type1|3355.632
5780|5780|5780|5780|5780|5780|5780|5780|5780.0|5780|FDU19|8.77|Regular|0.046844194000000006|Fruits and Vegetables|174.2422|OUT049|1999|Medium|Tier 1|Supermarket Type1|1379.5376
5781|5781|5781|5781|5781|5781|5781|5781|5781.0|5781|Allez au boulot ! :)|13.6|Regular|0.0|Fruits and Vegetables|156.4946|OUT049|1999|Medium|Tier 1|Supermarket Type1|2998.0974
5782|5782|5782|5782|5782|5782|5782|5782|5782.0|5782|FDA45|21.25|Low Fat|0.155250377|Snack Foods|175.737|OUT013|1987|High|Tier 3|Supermarket Type1|2117.244
5783|5783|5783|5783|5783|5783|5783|5783|5783.0|5783|FDR51|9.035|Regular|0.174450933|Meat|151.0708|OUT017|2007||Tier 2|Supermarket Type1|2708.4744
5784|5784|5784|5784|5784|5784|5784|5784|5784.0|5784|FDF56|16.7|reg|0.199955274|Fruits and Vegetables|182.3976|OUT010|1998||Tier 3|Grocery Store|724.3904
5785|5785|5785|5785|5785|5785|5785|5785|5785.0|5785|FDK45|11.65|Low Fat|0.033830011|Seafood|111.686|OUT013|1987|High|Tier 3|Supermarket Type1|1584.604
5786|5786|5786|5786|5786|5786|5786|5786|5786.0|5786|DRN37|9.6|Low Fat|0.096217262|Soft Drinks|168.5158|OUT013|1987|High|Tier 3|Supermarket Type1|3342.316
5787|5787|5787|5787|5787|5787|5787|5787|5787.0|5787|NCN26|10.85|LF|0.028674471|Household|115.1808|OUT035|2004|Small|Tier 2|Supermarket Type1|3866.9664
5788|5788|5788|5788|5788|5788|5788|5788|5788.0|5788|FDA19|7.52|Low Fat|0.055213208|Fruits and Vegetables|129.5994|OUT049|1999|Medium|Tier 1|Supermarket Type1|642.497
5789|5789|5789|5789|5789|5789|5789|5789|5789.0|5789|NCR06|12.5|Low Fat|0.00676387|Household|40.8112|OUT035|2004|Small|Tier 2|Supermarket Type1|553.9456
5790|5790|5790|5790|5790|5790|5790|5790|5790.0|5790|FDJ48|11.3|Low Fat|0.094460314|Baking Goods|245.3118|OUT010|1998||Tier 3|Grocery Store|247.0118
5791|5791|5791|5791|5791|5791|5791|5791|5791.0|5791|NCA05|20.75|Low Fat|0.025130632000000003|Health and Hygiene|150.0734|OUT046|1997|Small|Tier 1|Supermarket Type1|2524.0478
5792|5792|5792|5792|5792|5792|5792|5792|5792.0|5792|FDP04|15.35|Low Fat|0.013812772|Frozen Foods|64.7168|OUT046|1997|Small|Tier 1|Supermarket Type1|1022.6688
5793|5793|5793|5793|5793|5793|5793|5793|5793.0|5793|FDA47|10.5|Regular|0.116673795|Baking Goods|161.721|OUT046|1997|Small|Tier 1|Supermarket Type1|3588.662000000001
5794|5794|5794|5794|5794|5794|5794|5794|5794.0|5794|FDI09|20.75|Regular|0.0|Seafood|239.988|OUT045|2002||Tier 2|Supermarket Type1|2636.5679999999998
5795|5795|5795|5795|5795|5795|5795|5795|5795.0|5795|FDU24||Regular|0.245407386|Baking Goods|92.81200000000001|OUT019|1985|Small|Tier 1|Grocery Store|93.212
5796|5796|5796|5796|5796|5796|5796|5796|5796.0|5796|FDI36|12.5|Regular|0.062597392|Baking Goods|196.9426|OUT018|2009|Medium|Tier 3|Supermarket Type2|5339.0502
5797|5797|5797|5797|5797|5797|5797|5797|5797.0|5797|FDC11|20.5|Low Fat|0.141674844|Starchy Foods|90.7172|OUT013|1987|High|Tier 3|Supermarket Type1|1605.9096
5798|5798|5798|5798|5798|5798|5798|5798|5798.0|5798|FDY38|13.6|Regular|0.119361718|Dairy|231.63|OUT049|1999|Medium|Tier 1|Supermarket Type1|2563.33
5799|5799|5799|5799|5799|5799|5799|5799|5799.0|5799|FDF56||Regular|0.11888372400000001|Fruits and Vegetables|180.3976|OUT027|1985|Medium|Tier 3|Supermarket Type3|7425.0016
5800|5800|5800|5800|5800|5800|5800|5800|5800.0|5800|FDB44||Low Fat|0.016876708|Fruits and Vegetables|210.0586|OUT027|1985|Medium|Tier 3|Supermarket Type3|6964.9338
5801|5801|5801|5801|5801|5801|5801|5801|5801.0|5801|FDI15|13.8|Low Fat|0.141352562|Dairy|264.1884|OUT046|1997|Small|Tier 1|Supermarket Type1|3179.8608
5802|5802|5802|5802|5802|5802|5802|5802|5802.0|5802|FDY59|8.195|Low Fat|0.031397503|Baking Goods|91.3462|OUT035|2004|Small|Tier 2|Supermarket Type1|1388.193
5803|5803|5803|5803|5803|5803|5803|5803|5803.0|5803|FDX34|6.195|Low Fat|0.072278769|Snack Foods|120.6098|OUT018|2009|Medium|Tier 3|Supermarket Type2|1807.6470000000002
5804|5804|5804|5804|5804|5804|5804|5804|5804.0|5804|FDC52||Regular|0.014497036000000001|Dairy|150.8708|OUT019|1985|Small|Tier 1|Grocery Store|150.4708
5805|5805|5805|5805|5805|5805|5805|5805|Allez au boulot ! :)|5805|NCW29|14.0|Low Fat|0.028838937999999998|Health and Hygiene|129.33100000000002|OUT013|1987|High|Tier 3|Supermarket Type1|259.66200000000003
5806|5806|5806|5806|5806|5806|5806|5806|5806.0|5806|FDS40||Low Fat|0.013951503999999998|Frozen Foods|36.719|OUT027|1985|Medium|Tier 3|Supermarket Type3|622.523
5807|5807|5807|5807|5807|5807|5807|5807|5807.0|5807|FDI40|11.5|Regular|0.126114605|Frozen Foods|99.3358|OUT018|2009|Medium|Tier 3|Supermarket Type2|804.2864
5808|5808|5808|5808|5808|5808|5808|5808|5808.0|5808|FDN48|13.35|Low Fat|0.064938448|Baking Goods|90.0804|OUT035|2004|Small|Tier 2|Supermarket Type1|1561.9668
5809|5809|5809|5809|5809|5809|5809|5809|5809.0|5809|FDN46|7.21|Regular|0.144511119|Snack Foods|100.5332|OUT013|1987|High|Tier 3|Supermarket Type1|2460.7968
5810|5810|5810|5810|5810|5810|5810|5810|5810.0|5810|FDB41|19.0|Regular|0.09729472800000001|Frozen Foods|47.7718|OUT035|2004|Small|Tier 2|Supermarket Type1|1039.9796
5811|5811|5811|5811|5811|5811|5811|5811|5811.0|5811|FDT55|13.6|Regular|0.043646900999999995|Fruits and Vegetables|155.7946|OUT035|2004|Small|Tier 2|Supermarket Type1|3471.4812
5812|5812|5812|5812|5812|5812|5812|5812|5812.0|5812|FDI22||Low Fat|0.095746519|Snack Foods|208.6612|OUT027|1985|Medium|Tier 3|Supermarket Type3|7317.142
5813|5813|5813|5813|5813|55555555555|5813|5813|5813.0|5813|FDY16|18.35|Regular|0.092413792|Frozen Foods|183.6266|OUT045|2002||Tier 2|Supermarket Type1|1844.266
5814|5814|5814|5814|5814|5814|5814|5814|5814.0|5814|FDN33|6.305|Regular|0.12330717699999999|Snack Foods|93.5436|OUT049|1999|Medium|Tier 1|Supermarket Type1|283.6308
5815|5815|5815|5815|5815|5815|5815|5815|5815.0|5815|FDT57|15.2|Low Fat|0.019031184|Snack Foods|235.5248|OUT035|2004|Small|Tier 2|Supermarket Type1|4740.496
5816|5816|5816|5816|5816|5816|5816|5816|5816.0|5816|FDZ31||Regular|0.11266896300000001|Fruits and Vegetables|191.0504|OUT027|1985|Medium|Tier 3|Supermarket Type3|5752.512
5817|5817|5817|5817|5817|5817|5817|5817|5817.0|5817|DRM48|15.2|Low Fat|0.113072194|Soft Drinks|35.8848|OUT049|1999|Medium|Tier 1|Supermarket Type1|596.5568
5818|5818|5818|5818|5818|5818|5818|5818|5818.0|5818|NCL19|15.35|Low Fat|0.015708023|Others|143.447|OUT045|2002||Tier 2|Supermarket Type1|2576.646
5819|5819|5819|5819|5819|5819|5819|5819|5819.0|5819|FDG50|7.405|Low Fat|0.015259084|Canned|91.0146|OUT013|1987|High|Tier 3|Supermarket Type1|729.7168
5820|5820|5820|5820|5820|5820|5820|5820|5820.0|5820|DRH25|18.7|Low Fat|0.014622625|Soft Drinks|52.0324|OUT045|2002||Tier 2|Supermarket Type1|1090.5804
5821|5821|5821|5821|5821|5821|5821|5821|5821.0|5821|FDB37||Regular|0.022829733999999997|Baking Goods|241.0538|OUT027|1985|Medium|Tier 3|Supermarket Type3|4566.7222
5822|5822|5822|5822|5822|5822|5822|5822|5822.0|5822|FDW59|13.15|Low Fat|0.020833091|Breads|86.5566|OUT017|2007||Tier 2|Supermarket Type1|1860.2452
5823|5823|5823|5823|5823|5823|5823|5823|5823.0|5823|NCR30|20.6|Low Fat|0.071103348|Household|75.4696|OUT049|1999|Medium|Tier 1|Supermarket Type1|1416.8224
5824|5824|5824|5824|5824|5824|5824|5824|5824.0|5824|FDY22|16.5|Regular|0.159720671|Snack Foods|144.5128|OUT046|1997|Small|Tier 1|Supermarket Type1|3595.32
5825|5825|5825|5825|5825|5825|5825|5825|5825.0|5825|FDB45||Low Fat|0.037345714|Fruits and Vegetables|106.5306|OUT019|1985|Small|Tier 1|Grocery Store|104.5306
5826|5826|5826|5826|5826|5826|5826|5826|5826.0|5826|FDC08||Regular|0.102949031|Fruits and Vegetables|225.27200000000002|OUT027|1985|Medium|Tier 3|Supermarket Type3|4753.812
5827|5827|5827|5827|5827|5827|5827|5827|5827.0|5827|NCK53|11.6|Low Fat|0.062903297|Health and Hygiene|100.4042|OUT010|1998||Tier 3|Grocery Store|595.2252
5828|5828|5828|5828|5828|5828|5828|5828|5828.0|5828|FDM27|12.35|Regular|0.158715731|Meat|157.2946|OUT049|1999|Medium|Tier 1|Supermarket Type1|1577.9460000000001
5829|5829|5829|5829|5829|5829|5829|5829|5829.0|5829|FDG17|6.865|Regular|0.03598621|Frozen Foods|244.1486|OUT018|2009|Medium|Tier 3|Supermarket Type2|2687.8346
5830|5830|5830|5830|5830|5830|5830|5830|5830.0|5830|NCT17|10.8|Low Fat|0.042102658|Health and Hygiene|189.7214|OUT017|2007||Tier 2|Supermarket Type1|1695.7926
5831|5831|5831|5831|5831|5831|5831|5831|5831.0|5831|FDZ14|7.71|Regular|0.047857877|Dairy|119.7756|OUT017|2007||Tier 2|Supermarket Type1|3029.39
5832|5832|5832|5832|5832|5832|5832|5832|5832.0|5832|FDJ28|12.3|Low Fat|0.036590807|Frozen Foods|193.3162|OUT010|1998||Tier 3|Grocery Store|192.4162
5833|5833|5833|5833|5833|5833|5833|5833|5833.0|5833|FDV21|11.5|LF|0.171779865|Snack Foods|126.0704|OUT018|2009|Medium|Tier 3|Supermarket Type2|1627.2152
5834|5834|5834|5834|5834|5834|5834|5834|5834.0|5834|DRD24|13.85|Low Fat|0.051544658|Soft Drinks|142.5154|OUT010|1998||Tier 3|Grocery Store|141.8154
5835|5835|5835|5835|5835|5835|5835|5835|5835.0|5835|DRF25|9.0|Low Fat|0.03898577|Soft Drinks|34.619|OUT049|1999|Medium|Tier 1|Supermarket Type1|732.38
5836|5836|5836|5836|5836|5836|5836|5836|5836.0|5836|FDN22|18.85|Regular|0.138868769|Snack Foods|251.8724|OUT018|2009|Medium|Tier 3|Supermarket Type2|3271.7412
5837|5837|5837|5837|5837|5837|5837|5837|5837.0|None|FDV04|7.825|Regular|0.251094747|Frozen Foods|156.6288|OUT010|1998||Tier 3|Grocery Store|628.5152
5838|5838|5838|5838|5838|5838|5838|5838|5838.0|5838|FDL34|16.0|Low Fat|0.041112694|Snack Foods|139.9496|OUT018|2009|Medium|Tier 3|Supermarket Type2|3105.2912
5839|5839|5839|5839|5839|5839|5839|5839|5839.0|5839|FDX58|13.15|Low Fat|0.043755405|Snack Foods|182.895|OUT035|2004|Small|Tier 2|Supermarket Type1|3112.615
5840|5840|5840|5840|5840|5840|5840|5840|5840.0|5840|FDG12|6.635|Regular|0.006351875999999999|Baking Goods|120.3098|OUT018|2009|Medium|Tier 3|Supermarket Type2|1446.1176
5841|5841|5841|5841|5841|5841|5841|5841|5841.0|5841|NCL53|7.5|Low Fat|0.036308404|Health and Hygiene|175.4028|OUT045|2002||Tier 2|Supermarket Type1|2833.6448
5842|5842|5842|5842|5842|5842|5842|5842|5842.0|5842|FDV47|17.1|Low Fat|0.054428368|Breads|84.9566|OUT018|2009|Medium|Tier 3|Supermarket Type2|1014.6792
5843|5843|5843|5843|5843|5843|5843|5843|5843.0|5843|FDA43||Low Fat|0.064362554|Fruits and Vegetables|193.7794|OUT027|1985|Medium|Tier 3|Supermarket Type3|4876.985
5844|5844|5844|5844|5844|5844|5844|5844|5844.0|5844|NCM17|7.93|Low Fat|0.071538243|Health and Hygiene|44.5086|OUT017|2007||Tier 2|Supermarket Type1|1249.0408
5845|5845|5845|5845|5845|5845|5845|5845|5845.0|5845|NCQ02|12.6|Low Fat|0.007468056|Household|186.9556|OUT049|1999|Medium|Tier 1|Supermarket Type1|3379.6008
5846|5846|5846|5846|5846|5846|5846|5846|5846.0|5846|FDN12|15.6|Low Fat|0.081562686|Baking Goods|112.7544|OUT017|2007||Tier 2|Supermarket Type1|1118.5439999999999
5847|5847|5847|5847|5847|5847|5847|5847|5847.0|5847|NCX06||LF|0.02746599|Household|181.5976|OUT019|1985|Small|Tier 1|Grocery Store|543.2928
5848|5848|5848|5848|5848|5848|5848|5848|5848.0|5848|FDE24|14.85|Low Fat|0.09365216800000001|Baking Goods|141.5812|OUT045|2002||Tier 2|Supermarket Type1|427.4436
5849|5849|5849|5849|5849|5849|5849|5849|5849.0|5849|FDQ58|7.315|Low Fat|0.015364173|Snack Foods|154.334|OUT018|2009|Medium|Tier 3|Supermarket Type2|4287.752
5850|5850|5850|5850|5850|5850|5850|5850|5850.0|5850|FDH31|12.0|Regular|0.020442889|Meat|98.0042|OUT049|1999|Medium|Tier 1|Supermarket Type1|1587.2672
5851|5851|5851|5851|5851|5851|5851|5851|5851.0|5851|NCH55|16.35|Low Fat|0.034813556|Household|128.40200000000002|OUT018|2009|Medium|Tier 3|Supermarket Type2|1265.02
5852|5852|5852|5852|5852|5852|5852|5852|5852.0|5852|NCC54|17.75|Low Fat|0.09786283900000001|Health and Hygiene|239.3196|OUT049|1999|Medium|Tier 1|Supermarket Type1|3615.2940000000003
5853|5853|5853|5853|5853|5853|5853|5853|5853.0|5853|NCT06||Low Fat|0.06782445599999999|Household|167.7842|OUT019|1985|Small|Tier 1|Grocery Store|165.7842
5854|5854|5854|5854|5854|5854|5854|5854|5854.0|5854|FDH56||Regular|0.11173569|Fruits and Vegetables|115.9492|OUT019|1985|Small|Tier 1|Grocery Store|115.8492
5855|5855|5855|5855|5855|5855|5855|5855|5855.0|5855|FDY46|18.6|Low Fat|0.048160824000000005|Snack Foods|188.9898|OUT017|2007||Tier 2|Supermarket Type1|3554.7062
5856|5856|5856|5856|5856|5856|5856|5856|5856.0|5856|NCM19|12.65|Low Fat|0.047197935999999996|Others|114.1202|OUT013|1987|High|Tier 3|Supermarket Type1|3488.1262
5857|5857|5857|5857|5857|5857|5857|5857|5857.0|5857|FDB04||Regular|0.06292013|Dairy|88.9856|OUT027|1985|Medium|Tier 3|Supermarket Type3|3515.4240000000004
5858|5858|5858|5858|5858|5858|5858|5858|5858.0|5858|FDB09|16.25|Low Fat|0.05738523900000001|Fruits and Vegetables|126.2046|OUT035|2004|Small|Tier 2|Supermarket Type1|1369.5506
5859|5859|5859|5859|5859|5859|5859|5859|5859.0|5859|FDK51||Low Fat|0.005209791|Dairy|265.2884|OUT027|1985|Medium|Tier 3|Supermarket Type3|3179.8608
5860|5860|5860|5860|5860|5860|5860|5860|5860.0|5860|FDB33||Low Fat|0.025527994|Fruits and Vegetables|157.5262|OUT019|1985|Small|Tier 1|Grocery Store|477.3786
5861|5861|5861|5861|5861|5861|5861|5861|5861.0|5861|FDU51|20.2|Regular|0.096495426|Meat|175.6028|OUT035|2004|Small|Tier 2|Supermarket Type1|3364.9532
5862|5862|5862|5862|5862|5862|5862|5862|5862.0|5862|NCE30||Low Fat|0.173574402|Household|214.0902|OUT019|1985|Small|Tier 1|Grocery Store|1061.951
5863|5863|5863|5863|5863|5863|5863|5863|5863.0|5863|DRI13|15.35|Low Fat|0.020409765|Soft Drinks|218.3508|OUT018|2009|Medium|Tier 3|Supermarket Type2|2387.5588
5864|5864|5864|5864|5864|5864|5864|5864|5864.0|5864|FDV32|7.785|LF|0.088888291|Fruits and Vegetables|64.751|OUT045|2002||Tier 2|Supermarket Type1|1201.769
5865|5865|5865|5865|5865|5865|5865|5865|5865.0|5865|DRH51|17.6|Low Fat|0.09736772199999999|Dairy|89.3856|OUT049|1999|Medium|Tier 1|Supermarket Type1|878.8560000000001
5866|5866|5866|5866|5866|5866|5866|5866|5866.0|5866|NCW18|15.1|Low Fat|0.059275452|Household|238.9248|OUT013|1987|High|Tier 3|Supermarket Type1|6636.6944
5867|5867|5867|5867|5867|5867|5867|5867|5867.0|5867|FDI12|9.395|Regular|0.100555034|Baking Goods|88.8856|OUT049|1999|Medium|Tier 1|Supermarket Type1|439.42800000000005
5868|5868|5868|5868|5868|5868|5868|5868|5868.0|5868|FDQ14|9.27|LF|0.061775607|Dairy|150.105|OUT035|2004|Small|Tier 2|Supermarket Type1|2696.49
5869|5869|5869|5869|5869|5869|5869|5869|5869.0|5869|FDQ55||Regular|0.012974936999999999|Fruits and Vegetables|115.9834|OUT027|1985|Medium|Tier 3|Supermarket Type3|2994.7684
5870|5870|5870|5870|5870|5870|5870|5870|5870.0|5870|FDG26|18.85|Low Fat|0.042614360999999996|Canned|255.333|OUT013|1987|High|Tier 3|Supermarket Type1|1794.3310000000001
5871|5871|5871|5871|5871|5871|5871|5871|5871.0|5871|NCW29||Low Fat|0.050535312|Health and Hygiene|130.031|OUT019|1985|Small|Tier 1|Grocery Store|129.83100000000002
5872|5872|5872|5872|5872|5872|5872|5872|5872.0|5872|FDK27|11.0|Low Fat|0.008944844|Meat|122.3756|OUT035|2004|Small|Tier 2|Supermarket Type1|2059.9852
5873|5873|5873|5873|5873|5873|5873|5873|5873.0|5873|DRL49|13.15|Low Fat|0.056418354000000004|Soft Drinks|142.4812|OUT035|2004|Small|Tier 2|Supermarket Type1|2422.1804
5874|5874|5874|5874|5874|5874|5874|5874|5874.0|5874|FDK26|5.46|Regular|0.032227432|Canned|186.824|OUT049|1999|Medium|Tier 1|Supermarket Type1|1864.24
5875|5875|5875|5875|5875|5875|5875|5875|5875.0|5875|FDT14||Regular|0.127108578|Dairy|120.744|OUT027|1985|Medium|Tier 3|Supermarket Type3|2756.412000000001
5876|5876|5876|5876|5876|5876|5876|5876|5876.0|5876|FDW19|12.35|Regular|0.064441812|Fruits and Vegetables|110.95700000000001|OUT010|1998||Tier 3|Grocery Store|219.71400000000003
5877|5877|5877|5877|5877|5877|5877|5877|5877.0|5877|FDF22|6.865|Low Fat|0.05715213900000001|Snack Foods|211.8218|OUT017|2007||Tier 2|Supermarket Type1|4915.6014
5878|5878|5878|5878|5878|5878|5878|5878|5878.0|5878|NCQ43|17.75|Low Fat|0.11147467|Others|108.0912|OUT049|1999|Medium|Tier 1|Supermarket Type1|1637.868
5879|5879|5879|5879|5879|5879|5879|5879|5879.0|5879|NCA42||Low Fat|0.028410335|Household|158.0604|OUT027|1985|Medium|Tier 3|Supermarket Type3|4595.3516
5880|5880|5880|5880|5880|5880|5880|5880|5880.0|5880|FDG08||Regular|0.28952283300000003|Fruits and Vegetables|172.0764|OUT019|1985|Small|Tier 1|Grocery Store|171.7764
5881|5881|5881|5881|5881|5881|5881|5881|5881.0|5881|NCP17|19.35|Low Fat|0.0|Health and Hygiene|65.3168|OUT010|1998||Tier 3|Grocery Store|191.7504
5882|5882|5882|5882|5882|5882|5882|5882|5882.0|5882|FDS19|13.8|Regular|0.06420727700000001|Fruits and Vegetables|76.0012|OUT046|1997|Small|Tier 1|Supermarket Type1|1214.4192
5883|5883|5883|5883|5883|5883|5883|5883|5883.0|5883|DRQ35|9.3|Low Fat|0.042463728|Hard Drinks|121.9388|OUT018|2009|Medium|Tier 3|Supermarket Type2|1114.5492
5884|5884|5884|5884|5884|5884|5884|5884|5884.0|5884|FDR25|17.0|Regular|0.139521931|Canned|266.8884|OUT046|1997|Small|Tier 1|Supermarket Type1|5034.7796
5885|5885|5885|5885|5885|5885|5885|5885|5885.0|5885|NCB43|20.2|Low Fat|0.0|Household|187.1898|OUT013|1987|High|Tier 3|Supermarket Type1|2993.4368
5886|5886|5886|5886|5886|5886|5886|5886|5886.0|5886|FDQ28|14.0|Regular|0.060768862|Frozen Foods|154.8656|OUT017|2007||Tier 2|Supermarket Type1|1390.1904
5887|5887|5887|5887|5887|5887|5887|5887|5887.0|5887|FDK24|9.195|Low Fat|0.101294945|Baking Goods|46.2744|OUT046|1997|Small|Tier 1|Supermarket Type1|1086.5856
5888|5888|5888|5888|5888|5888|5888|5888|5888.0|5888|NCN06|8.39|Low Fat|0.120474481|Household|165.5868|OUT035|2004|Small|Tier 2|Supermarket Type1|1965.4416
5889|5889|5889|5889|5889|5889|5889|5889|5889.0|5889|FDS08|5.735|Low Fat|0.05695045|Fruits and Vegetables|177.937|OUT035|2004|Small|Tier 2|Supermarket Type1|1587.933
5890|5890|5890|5890|5890|5890|5890|5890|5890.0|5890|FDP27|8.155|LF|0.119351235|Meat|190.153|OUT013|1987|High|Tier 3|Supermarket Type1|4933.5779999999995
5891|5891|5891|5891|5891|5891|5891|5891|5891.0|5891|FDE11|17.7|Regular|0.226122963|Starchy Foods|185.7924|OUT010|1998||Tier 3|Grocery Store|370.1848
5892|5892|5892|5892|5892|5892|5892|5892|5892.0||NCX30|16.7|Low Fat|0.026620627|Household|249.2776|OUT046|1997|Small|Tier 1|Supermarket Type1|4210.5192
5893|5893|5893|5893|5893|5893|5893|5893|5893.0|5893|DRI51|17.25|Low Fat|0.042480566|Dairy|173.4764|OUT017|2007||Tier 2|Supermarket Type1|2404.8696
5894|5894|5894|5894|5894|5894|5894|5894|5894.0|5894|FDH31||Regular|0.0|Meat|98.2042|OUT019|1985|Small|Tier 1|Grocery Store|198.4084
5895|5895|5895|5895|5895|5895|5895|5895|5895.0|5895|FDR19|13.5|Regular|0.159720671|Fruits and Vegetables|147.6102|OUT046|1997|Small|Tier 1|Supermarket Type1|4082.6856
5896|5896|5896|5896|5896|5896|5896|5896|5896.0|5896|FDJ04|18.0|Low Fat|0.124348482|Frozen Foods|118.3124|OUT013|1987|High|Tier 3|Supermarket Type1|948.0992
5897|5897|5897|5897|5897|5897|5897|5897|5897.0|5897|FDP01|20.75|Regular|0.063684145|Breakfast|151.7682|OUT017|2007||Tier 2|Supermarket Type1|1372.2138
5898|5898|5898|5898|5898|5898|5898|5898|5898.0|5898|FDY35|17.6|Regular|0.016092971|Breads|45.8402|OUT018|2009|Medium|Tier 3|Supermarket Type2|1102.5648
5899|5899|5899|5899|5899|5899|5899|5899|5899.0|5899|DRC36|13.0|Regular|0.0|Soft Drinks|173.6054|OUT013|1987|High|Tier 3|Supermarket Type1|1751.0539999999999
5900|5900|5900|5900|5900|5900|5900|5900|5900.0|5900|FDZ55|6.055|Low Fat|0.025552424|Fruits and Vegetables|158.49200000000005|OUT017|2007||Tier 2|Supermarket Type1|3994.8
5901|5901|5901|5901|5901|5901|5901|5901|5901.0|5901|FDD11|12.85|Low Fat|0.030591255|Starchy Foods|251.40400000000002|OUT013|1987|High|Tier 3|Supermarket Type1|2277.036
5902|5902|5902|5902|5902|5902|5902|5902|5902.0|5902|NCJ29|10.6|Low Fat|0.035336287|Health and Hygiene|87.0224|OUT018|2009|Medium|Tier 3|Supermarket Type2|1193.1136
5903|5903|5903|5903|5903|5903|5903|5903|hello|5903|FDI52|18.7|Low Fat|0.104658344|Frozen Foods|121.2072|OUT035|2004|Small|Tier 2|Supermarket Type1|1470.0864
5904|5904|5904|5904|5904|5904|5904|5904|5904.0|5904|NCF06|6.235|Low Fat|0.020198353999999998|Household|257.9962|OUT046|1997|Small|Tier 1|Supermarket Type1|517.9924
5905|5905|5905|5905|5905|5905|5905|5905|5905.0|5905|FDG16|15.25|Low Fat|0.08981680800000001|Frozen Foods|217.3192|OUT046|1997|Small|Tier 1|Supermarket Type1|5608.6992
5906|5906|5906|5906|5906|5906|5906|5906|5906.0|5906|FDX07|19.2|Regular|0.022954443999999997|Fruits and Vegetables|184.495|OUT049|1999|Medium|Tier 1|Supermarket Type1|4028.09
5907|5907|5907|5907|5907|5907|5907|5907|5907.0|5907|FDR14|11.65|Low Fat|0.174049032|Dairy|52.9298|OUT046|1997|Small|Tier 1|Supermarket Type1|647.1576
5908|5908|5908|5908|5908|5908|5908|5908|5908.0|5908|FDV36|18.7|Low Fat|0.044024163|Baking Goods|125.902|OUT010|1998||Tier 3|Grocery Store|126.50200000000001
5909|5909|5909|5909|5909|5909|5909|5909|5909.0|5909|NCP14|8.275|Low Fat|0.110739031|Household|103.3306|OUT018|2009|Medium|Tier 3|Supermarket Type2|2404.2038
5910|5910|5910|5910|5910|5910|5910|5910|5910.0|5910|FDJ12|8.895|Regular|0.039008625|Baking Goods|209.0296|OUT013|1987|High|Tier 3|Supermarket Type1|2285.0256
5911|5911|5911|5911|5911|5911|5911|5911|5911.0|5911|FDL46|20.35|Low Fat|0.054277132|Snack Foods|117.3466|OUT018|2009|Medium|Tier 3|Supermarket Type2|824.9262
5912|5912|5912|5912|5912|5912|5912|5912|5912.0|5912|FDL21|15.85|Regular|0.007160908000000001|Snack Foods|39.348|OUT045|2002||Tier 2|Supermarket Type1|719.064
5913|5913|5913|5913|5913|5913|5913|5913|5913.0|5913|NCA30|19.0|Low Fat|0.129226104|Household|190.5872|OUT013|1987|High|Tier 3|Supermarket Type1|1890.872
